date,ht,at,hg,ag,result,h_odds,d_odds,a_odds
2021-01-24,moreirense,portimonense,2,2,D,2.7,3.2,2.62
2021-01-25,belenenses,tondela,2,0,H,2.2,3.0,3.6
2021-01-25,rio ave,santa clara,1,2,A,1.9,3.1,4.5
2021-01-25,benfica,nacional,1,1,D,1.16,7.0,15.0
2021-01-25,farense,porto,0,1,A,8.0,4.33,1.4
2021-01-26,sp braga,gil vicente,1,0,H,1.4,4.5,7.5
2021-01-26,boavista,sporting,0,2,A,7.0,4.0,1.5
2021-01-30,tondela,farense,2,0,H,2.55,3.0,2.7
2021-01-30,portimonense,boavista,1,2,A,2.15,3.0,3.4
2021-01-30,nacional,famalicao,2,1,H,2.8,3.1,2.6
2021-01-31,guimaraes,maritimo,1,0,H,1.72,3.6,5.0
2021-02-01,santa clara,belenenses,2,0,H,2.1,3.1,3.75
2021-02-01,moreirense,sp braga,0,4,A,5.5,4.0,1.5
2021-02-01,porto,rio ave,2,0,H,1.3,5.25,9.0
2021-02-01,sporting,benfica,1,0,H,2.6,3.3,2.62
2021-02-02,gil vicente,pacos ferreira,1,2,A,3.0,3.0,2.5
2021-02-04,farense,santa clara,1,1,D,2.7,2.9,2.87
2021-02-04,belenenses,porto,0,0,D,8.5,4.6,1.36
2021-02-04,sp braga,portimonense,2,1,H,1.4,4.6,7.0
2021-02-04,famalicao,moreirense,0,2,A,2.05,3.1,4.0
2021-02-05,pacos ferreira,tondela,2,1,H,1.7,3.6,5.0
2021-02-05,maritimo,sporting,0,2,A,7.5,4.0,1.45
2021-02-05,boavista,gil vicente,1,2,A,2.25,2.8,3.75
2021-02-05,rio ave,nacional,0,0,D,1.83,3.1,5.0
2021-02-05,benfica,guimaraes,0,0,D,1.44,4.5,6.5
2021-02-07,sp braga,porto,2,2,D,3.0,3.4,2.3
2021-02-08,farense,moreirense,1,2,A,2.37,3.2,3.1
2021-02-08,benfica,famalicao,2,0,H,1.22,6.5,11.0
2021-02-08,maritimo,santa clara,1,2,A,2.55,3.1,2.9
2021-02-08,belenenses,guimaraes,1,1,D,3.2,3.2,2.25
2021-02-09,pacos ferreira,portimonense,0,0,D,2.05,3.2,3.8
2021-02-09,rio ave,tondela,2,1,H,1.8,3.6,4.33
2021-02-09,boavista,nacional,0,1,A,2.25,3.2,3.25
2021-02-09,gil vicente,sporting,1,2,A,6.5,3.8,1.55
2021-02-12,famalicao,belenenses,0,0,D,2.45,3.0,3.1
2021-02-13,porto,boavista,2,2,D,1.22,6.0,13.0
2021-02-13,nacional,farense,2,3,A,2.5,3.2,2.87
2021-02-13,guimaraes,rio ave,1,3,A,2.15,3.4,3.25
2021-02-14,moreirense,benfica,1,1,D,8.0,5.0,1.33
2021-02-14,santa clara,sp braga,0,1,A,4.5,3.6,1.75
2021-02-14,portimonense,gil vicente,4,1,H,2.45,3.1,3.0
2021-02-15,sporting,pacos ferreira,2,0,H,1.44,4.5,6.5
2021-02-16,tondela,maritimo,2,1,H,2.5,3.1,2.9
2021-02-17,guimaraes,farense,2,2,D,1.9,3.25,4.2
2021-02-19,boavista,moreirense,1,0,H,2.2,3.0,3.6
2021-02-20,belenenses,nacional,2,1,H,2.15,3.1,3.6
2021-02-20,gil vicente,santa clara,1,0,H,2.45,3.2,2.9
2021-02-20,sporting,portimonense,2,0,H,1.4,4.5,7.5
2021-02-21,farense,benfica,0,0,D,6.5,4.5,1.44
2021-02-21,pacos ferreira,guimaraes,2,1,H,2.45,3.1,3.0
2021-02-21,rio ave,famalicao,0,1,A,1.95,3.3,4.0
2021-02-21,sp braga,tondela,4,2,H,1.33,5.0,8.5
2021-02-22,maritimo,porto,1,2,A,9.0,5.25,1.3
2021-02-26,guimaraes,boavista,2,1,H,2.0,3.4,3.75
2021-02-27,famalicao,farense,0,0,D,2.3,3.2,3.1
2021-02-27,santa clara,pacos ferreira,3,0,H,2.7,3.0,2.8
2021-02-27,porto,sporting,0,0,D,2.05,3.4,3.5
2021-02-28,portimonense,maritimo,0,0,D,1.95,3.1,4.33
2021-02-28,tondela,gil vicente,1,0,H,2.7,2.87,2.87
2021-02-28,nacional,sp braga,1,2,A,6.0,3.75,1.57
2021-03-01,benfica,rio ave,2,0,H,1.44,4.33,7.0
2021-03-01,moreirense,belenenses,2,2,D,2.6,3.0,2.9
2021-03-05,pacos ferreira,nacional,2,1,H,1.7,3.5,5.25
2021-03-05,sporting,santa clara,2,1,H,1.4,4.2,9.0
2021-03-06,portimonense,tondela,3,0,H,1.85,3.3,4.5
2021-03-06,gil vicente,porto,0,2,A,6.5,4.0,1.5
2021-03-06,boavista,famalicao,3,0,H,2.25,3.1,3.4
2021-03-07,maritimo,moreirense,0,2,A,2.2,3.0,3.6
2021-03-07,rio ave,farense,2,0,H,2.0,3.0,4.2
2021-03-08,belenenses,benfica,0,3,A,6.5,4.5,1.44
2021-03-09,sp braga,guimaraes,3,0,H,1.57,4.0,5.5
2021-03-12,nacional,maritimo,1,2,A,2.7,3.0,2.7
2021-03-13,tondela,sporting,0,1,A,8.0,4.5,1.4
2021-03-13,benfica,boavista,2,0,H,1.3,5.0,9.5
2021-03-13,farense,belenenses,0,1,A,2.4,3.2,3.0
2021-03-13,santa clara,portimonense,2,0,H,2.5,3.0,3.1
2021-03-14,moreirense,rio ave,1,1,D,3.0,3.2,2.4
2021-03-14,guimaraes,gil vicente,2,4,A,1.95,3.25,4.1
2021-03-14,porto,pacos ferreira,2,0,H,1.44,4.5,6.5
2021-03-15,famalicao,sp braga,2,2,D,5.0,3.75,1.66
2021-03-19,gil vicente,nacional,2,0,H,2.0,3.2,4.0
2021-03-20,portimonense,porto,1,2,A,7.5,4.2,1.44
2021-03-20,sporting,guimaraes,1,0,H,1.5,3.8,7.0
2021-03-20,pacos ferreira,moreirense,3,0,H,1.85,3.4,4.33
2021-03-20,santa clara,tondela,1,1,D,1.75,3.4,5.0
2021-03-21,rio ave,belenenses,0,0,D,2.0,3.1,4.0
2021-03-21,boavista,farense,0,1,A,2.1,3.2,3.5
2021-03-21,maritimo,famalicao,0,4,A,2.7,3.0,2.75
2021-03-21,sp braga,benfica,0,2,A,3.0,3.5,2.25
2021-04-02,nacional,portimonense,1,5,A,2.9,3.2,2.5
2021-04-03,rio ave,gil vicente,0,2,A,2.05,3.2,3.8
2021-04-03,porto,santa clara,2,1,H,1.25,5.5,12.0
2021-04-04,famalicao,pacos ferreira,2,0,H,2.7,3.2,2.62
2021-04-04,belenenses,boavista,0,2,A,2.7,3.0,2.8
2021-04-04,guimaraes,tondela,1,2,A,1.61,3.75,5.5
2021-04-05,farense,sp braga,1,2,A,5.0,3.75,1.66
2021-04-05,benfica,maritimo,1,0,H,1.16,7.0,15.0
2021-04-05,moreirense,sporting,1,1,D,7.0,4.0,1.45
2021-04-09,portimonense,guimaraes,3,0,H,2.55,3.1,2.9
2021-04-10,maritimo,farense,1,0,H,2.5,3.1,2.9
2021-04-10,boavista,rio ave,3,3,D,2.55,3.0,2.9
2021-04-10,tondela,porto,0,2,A,9.5,4.0,1.4
2021-04-10,pacos ferreira,benfica,0,5,A,7.5,4.0,1.45
2021-04-11,gil vicente,moreirense,1,2,A,2.15,3.2,3.5
2021-04-11,santa clara,nacional,5,1,H,1.8,3.5,4.5
2021-04-11,sp braga,belenenses,1,1,D,1.44,4.33,7.0
2021-04-11,sporting,famalicao,1,1,D,1.44,4.33,7.0
2021-04-16,boavista,pacos ferreira,2,0,H,2.45,3.1,3.0
2021-04-16,farense,sporting,0,1,A,5.5,3.8,1.6
2021-04-17,guimaraes,santa clara,1,0,H,2.15,3.2,3.6
2021-04-17,moreirense,tondela,2,3,A,2.2,3.2,3.3
2021-04-17,benfica,gil vicente,1,2,A,1.22,5.75,13.0
2021-04-17,belenenses,maritimo,2,0,H,2.2,3.2,3.25
2021-04-17,rio ave,sp braga,0,0,D,4.75,3.5,1.75
2021-04-18,famalicao,portimonense,0,1,A,2.15,3.1,3.6
2021-04-18,nacional,porto,0,1,A,11.0,5.25,1.28
2021-04-20,pacos ferreira,farense,0,2,A,2.45,3.2,2.9
2021-04-21,santa clara,moreirense,0,0,D,1.9,3.4,4.2
2021-04-21,maritimo,rio ave,1,0,H,2.8,3.1,2.55
2021-04-21,sp braga,boavista,2,1,H,1.44,4.2,7.5
2021-04-21,sporting,belenenses,2,2,D,1.44,4.0,8.5
2021-04-22,porto,guimaraes,1,0,H,1.33,5.0,9.0
2021-04-22,tondela,nacional,2,1,H,1.95,3.3,4.0
2021-04-22,gil vicente,famalicao,0,3,A,2.4,3.1,3.1
2021-04-22,portimonense,benfica,1,5,A,7.5,4.0,1.45
2021-04-25,boavista,maritimo,0,1,A,2.2,3.3,3.25
2021-04-25,rio ave,pacos ferreira,1,1,D,2.1,3.25,3.6
2021-04-25,sp braga,sporting,0,1,A,2.6,3.0,2.9
2021-04-26,moreirense,porto,1,1,D,8.5,4.75,1.36
2021-04-26,belenenses,gil vicente,2,1,H,2.4,2.9,3.25
2021-04-26,benfica,santa clara,2,1,H,1.33,5.0,9.0
2021-04-26,famalicao,tondela,2,2,D,1.9,3.2,4.0
2021-04-26,nacional,guimaraes,1,0,H,3.5,3.3,2.1
2021-04-27,farense,portimonense,1,1,D,2.1,3.1,3.8
2021-04-29,maritimo,sp braga,1,0,H,5.5,4.0,1.5
2021-04-30,porto,famalicao,3,2,H,1.36,4.5,7.0
2021-04-30,pacos ferreira,belenenses,1,0,H,2.2,3.2,3.1
2021-04-30,guimaraes,moreirense,2,0,H,1.9,3.5,3.8
2021-04-30,tondela,benfica,0,2,A,9.0,5.25,1.25
2021-05-01,gil vicente,farense,0,0,D,2.45,3.1,2.75
2021-05-01,portimonense,rio ave,0,0,D,2.37,3.1,2.9
2021-05-01,santa clara,boavista,3,3,D,2.1,3.1,3.4
2021-05-01,sporting,nacional,2,0,H,1.25,5.0,10.0
2021-05-05,rio ave,sporting,0,2,A,5.0,3.6,1.7
2021-05-05,sp braga,pacos ferreira,1,1,D,1.45,3.8,8.0
2021-05-05,maritimo,gil vicente,0,1,A,2.5,3.1,3.0
2021-05-06,belenenses,portimonense,1,0,H,3.25,2.7,2.5
2021-05-06,benfica,porto,1,1,D,2.35,3.4,2.9
2021-05-06,farense,guimaraes,2,2,D,2.05,3.3,3.6
2021-05-06,moreirense,nacional,2,2,D,2.25,3.2,3.2
2021-05-07,famalicao,santa clara,1,0,H,2.15,3.3,3.4
2021-05-07,boavista,tondela,1,1,D,1.8,3.6,4.33
2021-05-09,pacos ferreira,maritimo,1,1,D,2.05,3.3,3.6
2021-05-09,gil vicente,sp braga,1,1,D,5.0,3.6,1.7
2021-05-10,porto,farense,5,1,H,1.3,4.75,12.0
2021-05-10,portimonense,moreirense,1,2,A,1.83,3.6,4.33
2021-05-11,santa clara,rio ave,1,0,H,2.37,3.0,3.25
2021-05-11,tondela,belenenses,1,3,A,2.45,3.0,3.1
2021-05-11,nacional,benfica,1,3,A,10.0,5.75,1.28
2021-05-11,sporting,boavista,1,0,H,1.28,5.0,12.0
2021-05-12,guimaraes,famalicao,1,2,A,2.4,3.1,3.1
2021-05-14,pacos ferreira,gil vicente,0,2,A,2.6,3.0,2.75
2021-05-14,sp braga,moreirense,2,1,H,1.36,5.25,7.0
2021-05-15,rio ave,porto,0,3,A,6.5,4.2,1.44
2021-05-15,benfica,sporting,4,3,H,1.9,3.5,3.9
2021-05-15,farense,tondela,1,0,H,1.6,3.75,5.0
2021-05-15,boavista,portimonense,1,0,H,2.37,3.3,2.7
2021-05-16,famalicao,nacional,3,0,H,1.9,3.5,4.0
2021-05-16,belenenses,santa clara,0,2,A,3.0,3.1,2.4
2021-05-16,maritimo,guimaraes,0,0,D,2.8,3.1,2.6
2021-05-18,tondela,pacos ferreira,2,3,A,2.9,3.3,2.37
2021-05-19,sporting,maritimo,5,1,H,1.28,5.5,9.5
2021-05-19,portimonense,sp braga,0,0,D,3.2,3.1,2.3
2021-05-19,nacional,rio ave,1,2,A,5.5,3.6,1.65
2021-05-19,santa clara,farense,4,0,H,2.15,3.4,3.25
2021-05-19,guimaraes,benfica,1,3,A,3.5,3.75,1.95
2021-05-19,gil vicente,boavista,1,2,A,3.5,3.6,2.0
2021-05-19,porto,belenenses,4,0,H,1.22,6.0,11.0
2021-05-19,moreirense,famalicao,3,0,H,3.3,3.5,2.1
2021-08-06,sporting,vizela,3,0,H,1.28,5.5,11.0
2021-08-07,maritimo,sp braga,0,2,A,5.0,3.4,1.75
2021-08-07,moreirense,benfica,1,2,A,8.0,4.5,1.4
2021-08-07,arouca,estoril,0,2,A,2.25,3.1,3.4
2021-08-08,pacos ferreira,famalicao,2,0,H,2.37,3.25,3.0
2021-08-08,porto,belenenses,2,0,H,1.22,6.0,11.0
2021-08-08,tondela,santa clara,3,0,H,3.0,3.1,2.45
2021-08-08,guimaraes,portimonense,0,1,A,2.0,3.2,4.0
2021-08-09,gil vicente,boavista,3,0,H,2.1,3.1,3.8
2021-08-13,estoril,guimaraes,0,0,D,2.7,3.2,2.45
2021-08-14,benfica,arouca,2,0,H,1.18,6.5,15.0
2021-08-14,sp braga,sporting,1,2,A,3.2,3.4,2.15
2021-08-14,vizela,tondela,2,1,H,2.37,3.2,2.8
2021-08-15,portimonense,gil vicente,0,1,A,2.3,3.2,3.0
2021-08-15,famalicao,porto,1,2,A,7.0,4.5,1.36
2021-08-15,santa clara,moreirense,2,2,D,2.1,3.2,3.25
2021-08-16,boavista,pacos ferreira,3,0,H,2.62,3.2,2.75
2021-08-16,belenenses,maritimo,1,2,A,2.37,3.1,3.1
2021-08-20,arouca,famalicao,2,1,H,2.9,3.1,2.5
2021-08-20,moreirense,sp braga,2,3,A,4.75,3.8,1.66
2021-08-21,gil vicente,benfica,0,2,A,5.5,4.0,1.55
2021-08-21,sporting,belenenses,2,0,H,1.16,6.5,15.0
2021-08-22,guimaraes,vizela,4,0,H,1.65,3.6,5.5
2021-08-22,maritimo,porto,1,1,D,9.0,4.33,1.33
2021-08-22,tondela,portimonense,0,3,A,2.75,3.0,2.5
2021-08-23,boavista,santa clara,2,0,H,2.3,3.0,3.25
2021-08-23,pacos ferreira,estoril,1,3,A,2.1,3.1,3.5
2021-08-27,estoril,maritimo,2,1,H,2.0,3.1,4.0
2021-08-27,belenenses,moreirense,1,1,D,3.5,3.0,2.2
2021-08-28,famalicao,sporting,1,1,D,6.5,4.5,1.45
2021-08-28,porto,arouca,3,0,H,1.18,6.5,15.0
2021-08-28,vizela,boavista,1,1,D,2.75,3.25,2.5
2021-08-29,benfica,tondela,2,1,H,1.2,6.5,15.0
2021-08-29,sp braga,guimaraes,0,0,D,1.7,3.8,4.75
2021-08-29,portimonense,pacos ferreira,0,1,A,2.05,3.1,3.8
2021-08-29,santa clara,gil vicente,1,0,H,2.6,3.0,2.9
2021-09-11,pacos ferreira,sp braga,0,0,D,4.33,3.4,1.83
2021-09-11,sporting,porto,1,1,D,2.6,3.2,2.7
2021-09-11,santa clara,benfica,0,5,A,5.75,4.2,1.53
2021-09-12,moreirense,famalicao,2,2,D,2.8,3.1,2.45
2021-09-12,boavista,portimonense,1,1,D,2.4,3.1,2.87
2021-09-12,gil vicente,vizela,2,2,D,1.95,3.3,3.6
2021-09-12,guimaraes,belenenses,0,0,D,1.5,4.0,6.0
2021-09-13,maritimo,arouca,2,2,D,2.0,3.25,3.75
2021-09-13,tondela,estoril,1,2,A,2.87,3.2,2.3
2021-09-17,portimonense,santa clara,2,1,H,2.2,3.1,3.3
2021-09-18,famalicao,maritimo,0,0,D,2.0,3.3,3.6
2021-09-18,arouca,guimaraes,2,2,D,3.8,3.4,1.9
2021-09-18,belenenses,gil vicente,1,1,D,3.3,3.2,2.1
2021-09-19,vizela,pacos ferreira,1,1,D,2.3,3.1,2.9
2021-09-19,porto,moreirense,5,0,H,1.16,6.0,12.0
2021-09-19,estoril,sporting,0,1,A,5.25,3.8,1.57
2021-09-20,benfica,boavista,3,1,H,1.16,6.5,12.0
2021-09-20,sp braga,tondela,3,1,H,1.33,4.75,8.0
2021-09-24,gil vicente,porto,1,2,A,7.5,4.5,1.4
2021-09-24,sporting,maritimo,1,0,H,1.22,5.5,13.0
2021-09-25,tondela,famalicao,3,2,H,3.4,3.1,2.2
2021-09-25,guimaraes,benfica,1,3,A,5.0,3.8,1.61
2021-09-25,moreirense,arouca,2,1,H,2.1,3.2,3.4
2021-09-26,portimonense,vizela,0,0,D,2.25,3.25,3.2
2021-09-26,santa clara,sp braga,1,1,D,4.0,3.4,1.9
2021-09-27,boavista,estoril,1,1,D,2.62,3.1,2.75
2021-09-27,pacos ferreira,belenenses,2,2,D,1.7,3.5,5.25
2021-10-01,maritimo,moreirense,0,0,D,2.1,3.2,3.6
2021-10-01,famalicao,guimaraes,1,2,A,2.5,3.2,2.87
2021-10-02,vizela,santa clara,1,1,D,2.37,3.2,3.0
2021-10-02,porto,pacos ferreira,2,1,H,1.25,5.5,12.0
2021-10-02,arouca,sporting,1,2,A,8.5,4.2,1.4
2021-10-03,belenenses,tondela,0,2,A,2.4,3.2,2.9
2021-10-03,benfica,portimonense,0,1,A,1.2,6.5,15.0
2021-10-03,estoril,gil vicente,2,2,D,2.15,3.1,3.6
2021-10-03,sp braga,boavista,2,2,D,1.44,4.5,6.0
2021-10-22,guimaraes,maritimo,2,1,H,1.53,4.0,6.5
2021-10-23,tondela,porto,1,3,A,8.5,4.75,1.36
2021-10-23,sporting,moreirense,1,0,H,1.22,5.75,13.0
2021-10-23,santa clara,famalicao,0,2,A,2.45,3.1,3.0
2021-10-24,pacos ferreira,arouca,0,0,D,1.9,3.6,3.8
2021-10-24,vizela,benfica,0,1,A,7.0,4.33,1.44
2021-10-24,portimonense,estoril,0,2,A,2.3,3.1,3.2
2021-10-25,gil vicente,sp braga,0,1,A,4.0,3.4,1.9
2021-10-25,boavista,belenenses,0,0,D,1.9,3.3,3.8
2021-10-29,arouca,tondela,2,0,H,2.3,3.25,3.1
2021-10-30,estoril,benfica,1,1,D,8.0,4.2,1.4
2021-10-30,sporting,guimaraes,1,0,H,1.53,4.2,5.5
2021-10-30,porto,boavista,4,1,H,1.18,6.5,13.0
2021-10-31,maritimo,gil vicente,1,2,A,2.75,2.9,2.7
2021-10-31,belenenses,santa clara,2,1,H,3.0,2.9,2.5
2021-10-31,famalicao,vizela,1,1,D,1.9,3.25,4.2
2021-11-01,sp braga,portimonense,3,0,H,1.44,4.5,6.5
2021-11-01,moreirense,pacos ferreira,1,1,D,2.4,3.2,3.1
2021-11-05,gil vicente,arouca,1,1,D,1.85,3.4,4.33
2021-11-05,boavista,famalicao,2,5,A,4.0,3.3,1.95
2021-11-06,vizela,estoril,1,1,D,2.45,3.1,2.9
2021-11-06,portimonense,belenenses,2,0,H,1.9,3.25,4.33
2021-11-06,guimaraes,moreirense,2,1,H,1.45,4.0,8.0
2021-11-07,pacos ferreira,sporting,0,2,A,7.0,3.8,1.5
2021-11-07,tondela,maritimo,4,2,H,2.2,3.2,3.4
2021-11-07,santa clara,porto,0,3,A,8.0,4.5,1.4
2021-11-07,benfica,sp braga,6,1,H,1.57,4.0,5.75
2021-11-26,moreirense,gil vicente,2,2,D,2.37,3.0,3.2
2021-11-27,famalicao,portimonense,0,3,A,1.8,3.25,4.5
2021-11-27,arouca,boavista,2,1,H,2.05,3.2,3.8
2021-11-27,belenenses,benfica,0,7,A,15.0,5.75,1.2
2021-11-28,maritimo,pacos ferreira,2,0,H,2.5,3.0,2.62
2021-11-28,porto,guimaraes,2,1,H,1.3,4.75,8.0
2021-11-28,sporting,tondela,2,0,H,1.2,6.0,19.0
2021-11-29,estoril,santa clara,2,2,D,2.05,3.2,4.0
2021-11-30,sp braga,vizela,4,1,H,1.4,4.33,7.0
2021-12-03,portimonense,porto,0,3,A,9.5,4.33,1.36
2021-12-03,benfica,sporting,1,3,A,2.05,3.4,3.6
2021-12-04,boavista,maritimo,1,1,D,2.3,3.0,3.4
2021-12-04,pacos ferreira,guimaraes,1,2,A,3.1,3.0,2.45
2021-12-05,santa clara,arouca,2,1,H,2.1,3.3,3.4
2021-12-05,gil vicente,famalicao,4,0,H,2.87,3.0,2.62
2021-12-05,sp braga,estoril,2,0,H,1.5,4.2,6.5
2021-12-10,pacos ferreira,gil vicente,0,1,A,3.0,3.1,2.4
2021-12-11,guimaraes,tondela,5,2,H,1.44,4.75,6.5
2021-12-11,sporting,boavista,2,0,H,1.18,6.5,15.0
2021-12-11,maritimo,santa clara,4,1,H,2.55,3.1,2.87
2021-12-12,belenenses,estoril,0,1,A,4.5,3.4,1.85
2021-12-12,moreirense,portimonense,0,1,A,2.45,3.1,3.0
2021-12-12,famalicao,benfica,1,4,A,7.0,4.5,1.44
2021-12-12,porto,sp braga,1,0,H,1.5,4.33,6.5
2021-12-13,arouca,vizela,1,4,A,2.2,3.2,3.3
2021-12-17,santa clara,guimaraes,1,0,H,3.25,3.2,2.3
2021-12-17,estoril,famalicao,2,2,D,2.2,3.4,3.1
2021-12-18,gil vicente,sporting,0,3,A,6.0,4.0,1.53
2021-12-18,tondela,pacos ferreira,0,1,A,2.37,3.25,3.0
2021-12-18,portimonense,arouca,1,1,D,2.0,3.3,3.75
2021-12-19,sp braga,belenenses,1,0,H,1.18,6.5,15.0
2021-12-19,vizela,porto,0,4,A,9.0,5.0,1.33
2021-12-19,boavista,moreirense,1,0,H,2.55,3.1,2.8
2021-12-19,benfica,maritimo,7,1,H,1.12,7.5,19.0
2021-12-28,tondela,gil vicente,0,3,A,3.3,3.5,2.15
2021-12-28,maritimo,vizela,2,0,H,3.0,3.25,2.37
2021-12-28,moreirense,estoril,1,0,H,3.0,3.1,2.5
2021-12-29,guimaraes,boavista,1,1,D,1.66,3.8,5.0
2021-12-29,sporting,portimonense,3,2,H,1.3,5.25,11.0
2021-12-30,porto,benfica,3,1,H,1.85,3.75,4.2
2021-12-30,arouca,sp braga,0,6,A,5.0,3.8,1.7
2021-12-30,pacos ferreira,santa clara,2,1,H,2.5,3.2,2.87
2022-01-02,vizela,belenenses,2,0,H,1.9,3.4,4.0
2022-01-03,tondela,moreirense,2,1,H,2.7,3.25,2.62
2022-01-07,santa clara,sporting,3,2,H,8.5,4.5,1.4
2022-01-08,vizela,moreirense,0,1,A,2.3,3.25,3.1
2022-01-08,estoril,porto,2,3,A,26.0,8.5,1.09
2022-01-08,boavista,tondela,1,1,D,2.0,3.4,4.0
2022-01-09,portimonense,maritimo,1,2,A,2.15,3.2,3.6
2022-01-09,benfica,pacos ferreira,2,0,H,1.2,7.0,15.0
2022-01-09,sp braga,famalicao,2,2,D,1.4,4.75,7.5
2022-01-09,belenenses,arouca,2,1,H,2.75,3.1,2.7
2022-01-10,gil vicente,guimaraes,3,2,H,2.6,3.1,2.87
2022-01-13,famalicao,belenenses,1,0,H,1.9,3.4,4.0
2022-01-15,benfica,moreirense,1,1,D,1.2,6.5,17.0
2022-01-15,sp braga,maritimo,0,1,A,1.4,4.5,8.0
2022-01-15,boavista,gil vicente,1,1,D,3.1,3.1,2.4
2022-01-16,famalicao,pacos ferreira,0,0,D,2.0,3.2,4.0
2022-01-16,vizela,sporting,0,2,A,10.0,5.75,1.28
2022-01-16,belenenses,porto,1,4,A,13.0,7.0,1.18
2022-01-16,santa clara,tondela,2,2,D,1.83,3.5,4.5
2022-01-17,portimonense,guimaraes,1,1,D,2.62,3.0,2.8
2022-01-21,arouca,benfica,0,2,A,10.0,5.25,1.28
2022-01-21,pacos ferreira,boavista,1,1,D,2.45,3.0,3.1
2022-01-22,moreirense,santa clara,0,2,A,2.37,3.1,3.1
2022-01-22,tondela,vizela,2,3,A,2.8,3.2,2.5
2022-01-22,sporting,sp braga,1,2,A,1.6,4.0,5.5
2022-01-23,guimaraes,estoril,3,1,H,1.9,3.25,4.2
2022-01-23,maritimo,belenenses,1,1,D,1.75,3.4,5.0
2022-01-23,gil vicente,portimonense,1,0,H,2.0,3.25,3.8
2022-01-23,porto,famalicao,3,1,H,1.2,6.5,12.0
2022-01-27,estoril,arouca,1,2,A,2.0,3.3,3.8
2022-01-30,porto,maritimo,2,1,H,1.11,7.0,21.0
2022-01-30,sp braga,moreirense,2,0,H,1.4,4.33,6.5
2022-01-30,vizela,guimaraes,3,2,H,2.87,3.1,2.37
2022-01-30,portimonense,tondela,1,2,A,1.95,3.3,3.75
2022-01-31,estoril,pacos ferreira,0,0,D,2.0,3.1,3.6
2022-01-31,famalicao,arouca,0,0,D,1.8,3.3,4.2
2022-02-01,santa clara,boavista,2,1,H,2.15,3.0,3.4
2022-02-02,benfica,gil vicente,1,2,A,1.28,5.0,9.0
2022-02-02,belenenses,sporting,1,4,A,10.0,5.5,1.25
2022-02-05,guimaraes,sp braga,2,1,H,3.5,3.5,2.05
2022-02-05,maritimo,estoril,0,0,D,2.62,3.1,2.75
2022-02-05,pacos ferreira,portimonense,1,1,D,2.37,3.2,3.1
2022-02-06,arouca,porto,0,2,A,10.0,5.25,1.3
2022-02-06,gil vicente,santa clara,2,2,D,2.0,3.25,3.8
2022-02-06,sporting,famalicao,2,0,H,1.33,4.5,10.0
2022-02-06,boavista,vizela,2,2,D,2.2,3.2,3.4
2022-02-07,moreirense,belenenses,4,1,H,1.9,3.3,4.33
2022-02-07,tondela,benfica,1,3,A,9.0,5.0,1.33
2022-02-11,porto,sporting,2,2,D,2.0,3.3,4.0
2022-02-12,sp braga,pacos ferreira,2,1,H,1.4,4.75,8.0
2022-02-12,benfica,santa clara,2,1,H,1.28,5.75,9.5
2022-02-12,portimonense,boavista,1,1,D,2.25,3.0,3.6
2022-02-12,estoril,tondela,1,0,H,2.0,3.4,3.75
2022-02-13,famalicao,moreirense,5,0,H,2.05,3.3,3.6
2022-02-13,belenenses,guimaraes,1,0,H,4.5,3.6,1.8
2022-02-13,vizela,gil vicente,0,1,A,2.8,3.3,2.6
2022-02-14,arouca,maritimo,0,3,A,2.6,3.2,2.87
2022-02-18,boavista,benfica,2,2,D,6.5,4.75,1.4
2022-02-19,gil vicente,belenenses,2,0,H,1.55,3.75,6.5
2022-02-19,pacos ferreira,vizela,2,1,H,2.4,3.2,3.1
2022-02-19,guimaraes,arouca,1,3,A,1.7,3.8,4.5
2022-02-20,maritimo,famalicao,0,1,A,2.4,3.3,2.87
2022-02-20,sporting,estoril,3,0,H,1.25,5.5,12.0
2022-02-20,moreirense,porto,0,1,A,11.0,5.0,1.3
2022-02-20,tondela,sp braga,0,1,A,5.5,4.0,1.57
2022-02-21,santa clara,portimonense,1,1,D,2.0,3.25,4.0
2022-02-25,belenenses,pacos ferreira,0,2,A,3.25,3.0,2.37
2022-02-26,arouca,moreirense,1,1,D,2.25,3.1,3.4
2022-02-26,famalicao,tondela,2,1,H,1.7,3.6,5.0
2022-02-26,maritimo,sporting,1,1,D,8.0,4.5,1.4
2022-02-27,porto,gil vicente,1,1,D,1.25,5.25,13.0
2022-02-27,estoril,boavista,2,3,A,2.25,3.25,3.2
2022-02-27,benfica,guimaraes,3,0,H,1.33,5.0,8.0
2022-02-27,vizela,portimonense,1,1,D,2.1,3.3,3.5
2022-02-28,sp braga,santa clara,0,0,D,1.5,4.2,6.0
2022-03-04,gil vicente,estoril,0,0,D,1.9,3.5,4.2
2022-03-05,boavista,sp braga,1,1,D,4.75,3.4,1.8
2022-03-05,portimonense,benfica,1,2,A,6.5,4.5,1.45
2022-03-05,sporting,arouca,2,0,H,1.28,6.0,9.5
2022-03-06,guimaraes,famalicao,2,1,H,2.1,3.3,3.5
2022-03-06,moreirense,maritimo,0,1,A,2.37,3.2,3.2
2022-03-06,pacos ferreira,porto,2,4,A,7.5,4.5,1.36
2022-03-06,santa clara,vizela,3,1,H,2.25,3.3,3.2
2022-03-11,benfica,vizela,1,1,D,1.28,6.5,8.5
